Shape_Leng,Shape_Area,ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE
0.0854173345181,0.000450468542126,Phra Nakhon,พระนคร,TH1001,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.134131773837,0.000950191398466,Dusit,ดุสิต,TH1002,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.676342171801,0.0198588626833,Nong Chok,หนองจอก,TH1003,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.0858864661897,0.000336956112309,Bang Rak,บางรัก,TH1004,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.301722024585,0.00341492981303,Bang Khen,บางเขน,TH1005,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.308691242369,0.0023032680185,Bang Kapi,บางกะปิ,TH1006,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.115324134038,0.000671641683979,Pathum Wan,ปทุมวัน,TH1007,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.0616692131195,0.000208975074436,Pom Prap Sattru Phai,ป้อมปราบศัตรูพ่า,TH1008,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.156672422684,0.00110240834801,Phra Khanong,พระโขนง,TH1009,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.397346290153,0.00504957909253,Min Buri,มีนบุรี,TH1010,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.529699068721,0.0107496122402,Lat Krabang,ลาดกระบัง,TH1011,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.152534136477,0.00103561816361,Yan Nawa,ยานนาวา,TH1012,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.0512340980132,0.000117734118663,Samphanthawong,สัมพันธวงศ์,TH1013,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.109781018866,0.000773578647051,Phaya Thai,พญาไท,TH1014,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.136818591456,0.000673501893803,Thon Buri,ธนบุรี,TH1015,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.0953427856219,0.000525874984685,Bangkok Yai,บางกอกใหญ่,TH1016,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.174409763858,0.00136263800592,Huai Khwang,ห้วยขวาง,TH1017,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.0869282807032,0.000495930209384,Khlong San,คลองสาน,TH1018,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.237768012426,0.00297993134772,Taling Chan,ตลิ่งชัน,TH1019,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.135742854435,0.00102870228171,Bangkok Noi,บางกอกน้อย,TH1020,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.606184807456,0.010301942756,Bang Khun Thian,บางขุนเทียน,TH1021,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.233028490991,0.00159841769207,Phasi Charoen,ภาษีเจริญ,TH1022,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.25805701426,0.00304171669192,Nong Khaem,หนองแขม,TH1023,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.172534235031,0.00106548913888,Rat Burana,ราษฎร์บูรณะ,TH1024,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.154847392614,0.000991368250715,Bang Phlat,บางพลัด,TH1025,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.13081873355,0.000704524243177,Din Daeng,ดินแดง,TH1026,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.223633657281,0.00195689334714,Bueng Kum,บึงกุ่ม,TH1027,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.133628384955,0.000604550759158,Sathon,สาทร,TH1028,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.163252560624,0.00108374924334,Bang Sue,บางซื่อ,TH1029,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.218140932584,0.00272520508684,Chatuchak,จตุจักร,TH1030,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.116813090493,0.000715354713044,Bang Kho Laem,บางคอแหลม,TH1031,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.290711946682,0.00450301414805,Prawet,ประเวศ,TH1032,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.153280015035,0.00112534804772,Khlong Toei,คลองเตย,TH1033,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.221440309296,0.00203735784553,Suan Luang,สวนหลวง,TH1034,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.214517341397,0.00194128064802,Chom Thong,จอมทอง,TH1035,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.240322416122,0.00309140306455,Don Mueang,ดอนเมือง,TH1036,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.120817046416,0.000599967408882,Ratchathewi,ราชเทวี,TH1037,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.17764848506,0.0017777901267,Lat Phrao,ลาดพร้าว,TH1038,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
0.171549619637,0.00108348242446,Vadhana,วัฒนา,TH1039,Bangkok,กรุงเทพมหานคร,TH10,Thailand,ประเทศไทย,TH
