ADM2_EN,ADM2_TH,ADM2_PCODE,ADM1_EN,ADM1_TH,ADM1_PCODE,ADM0_EN,ADM0_TH,ADM0_PCODE,REGION9,REGION6,DESTINATION
Lam Plai Mat,ลำปลายมาศ,TH3110,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Satuek,สตึก,TH3111,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Pakham,ปะคำ,TH3112,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Na Pho,นาโพธิ์,TH3113,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Nong Hong,หนองหงส์,TH3114,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Phlapphla Chai,พลับพลาชัย,TH3115,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Huai Rat,ห้วยราช,TH3116,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Non Suwan,โนนสุวรรณ,TH3117,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Chamni,ชำนิ,TH3118,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Ban Mai Chaiyaphot,บ้านใหม่ไชยพจน์,TH3119,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Non Din Daeng,โนนดินแดง,TH3120,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Ban Dan,บ้านด่าน,TH3121,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Khaen Dong,แคนดง,TH3122,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Chaloem Phra Kiat,เฉลิมพระเกียรติ,TH3123,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Mueang Surin,เมืองสุรินทร์,TH3201,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Chumphon Buri,ชุมพลบุรี,TH3202,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Tha Tum,ท่าตูม,TH3203,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Chom Phra,จอมพระ,TH3204,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Prasat,ปราสาท,TH3205,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Kap Choeng,กาบเชิง,TH3206,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Rattanaburi,รัตนบุรี,TH3207,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Sanom,สนม,TH3208,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Sikhoraphum,ศีขรภูมิ,TH3209,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Sangkha,สังขะ,TH3210,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Lamduan,ลำดวน,TH3211,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Samrong Thap,สำโรงทาบ,TH3212,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Buachet,บัวเชด,TH3213,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Phanom Dong Rak,พนมดงรัก,TH3214,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Si Narong,ศรีณรงค์,TH3215,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Khwao Sin Rin,เขวาสินรินทร์,TH3216,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Non Narai,โนนนารายณ์,TH3217,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Mueang Si Sa Ket,เมืองศรีสะเกษ,TH3301,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Yang Chum Noi,ยางชุมน้อย,TH3302,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Kanthararom,กันทรารมย์,TH3303,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Kantharalak,กันทรลักษ์,TH3304,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Khukhan,ขุขันธ์,TH3305,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Phrai Bueng,ไพรบึง,TH3306,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Prang Ku,ปรางค์กู่,TH3307,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Khun Han,ขุนหาญ,TH3308,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Rasi Salai,ราษีไศล,TH3309,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Uthumphon Phisai,อุทุมพรพิสัย,TH3310,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Bueng Bun,บึงบูรพ์,TH3311,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Huai Thap Than,ห้วยทับทัน,TH3312,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Non Khun,โนนคูณ,TH3313,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Si Rattana,ศรีรัตนะ,TH3314,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Nam Kliang,น้ำเกลี้ยง,TH3315,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Wang Hin,วังหิน,TH3316,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Phu Sing,ภูสิงห์,TH3317,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Mueang Chan,เมืองจันทร์,TH3318,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Benchalak,เบญจลักษ์,TH3319,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Phayu,พยุห์,TH3320,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Pho Si Suwan,โพธิ์ศรีสุวรรณ,TH3321,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Sila Lat,ศิลาลาด,TH3322,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Mueang Ubon Ratchathani,เมืองอุบลราชธานี,TH3401,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Si Mueang Mai,ศรีเมืองใหม่,TH3402,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Khong Chiam,โขงเจียม,TH3403,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Khueang Nai,เขื่องใน,TH3404,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Khemarat,เขมราฐ,TH3405,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Det Udom,เดชอุดม,TH3407,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Na Chaluai,นาจะหลวย,TH3408,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Nam Yuen,น้ำยืน,TH3409,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Buntharik,บุณฑริก,TH3410,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Trakan Phuet Phon,ตระการพืชผล,TH3411,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Kut Khaopun,กุดข้าวปุ้น,TH3412,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Muang Sam Sip,ม่วงสามสิบ,TH3414,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Warin Chamrap,วารินชำราบ,TH3415,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Phibun Mangsahan,พิบูลมังสาหาร,TH3419,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Tan Sum,ตาลสุม,TH3420,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Pho Sai,โพธิ์ไทร,TH3421,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Samrong,สำโรง,TH3422,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Don Mot Daeng,ดอนมดแดง,TH3424,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Sirindhorn,สิรินธร,TH3425,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Thung Si Udom,ทุ่งศรีอุดม,TH3426,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Na Yia,นาเยีย,TH3429,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
Na Tan,นาตาล,TH3430,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,ภาคตะวันออกเฉียงเหนือตอนล่าง,ภาคตะวันออกเฉียงเหนือ,เมืองรอง
